School,ADMINISTRATIVE,ADDAMS,AGASSIZ,AIR FORCE HIGH SCHOOL,ALBANY PARK,ALCOTT ELEMENTARY SCHOOL,ALCOTT HIGH SCHOOL,ALDRIDGE,AMUNDSEN HIGH SCHOOL,ARIEL,ARMOUR,ARMSTRONG G,ASHBURN,ASHE,AUDUBON,AUSTIN CCA HIGH SCHOOL,AVALON PARK,AVONDALE-LOGANDALE,AZUELA,BACK OF THE YARDS HIGH SCHOOL,BARNARD,BARRY,BARTON,BASS,BATEMAN,BEARD,BEASLEY,BEAUBIEN,BEETHOVEN,BEIDLER,BELDING,BELL,BELMONT-CRAGIN,BENNETT,BLACK,BLAINE,BLAIR,BOGAN HIGH SCHOOL,BOND,BOONE,BOUCHET,BOWEN HIGH SCHOOL,BRADWELL,BRENNEMANN,BRENTANO,BRIDGE,BRIGHT,BRIGHTON PARK,BRONZEVILLE CLASSICAL,BRONZEVILLE HIGH SCHOOL,BROOKS HIGH SCHOOL,BROWN R,BROWN W,BROWNELL,BRUNSON,BUDLONG,BURBANK,BURKE,BURLEY,BURNHAM,BURNSIDE,BURR,BURROUGHS,BYRNE,CALDWELL,CALMECA,CAMERON,CAMRAS,CANTY,CARDENAS,CARNEGIE,CARROLL,CARSON,CARTER,CARVER G,CARVER MILITARY HIGH SCHOOL,CASALS,CASSELL,CATHER,CHALMERS,CHAPPELL,CHASE,CHAVEZ,CHICAGO ACADEMY ELEMENTARY SCHOOL,CHICAGO ACADEMY HIGH SCHOOL,CHICAGO AGRICULTURE HIGH SCHOOL,CHICAGO MILITARY HIGH SCHOOL,CHICAGO VOCATIONAL HIGH SCHOOL,CHOPIN,CHRISTOPHER,CLAREMONT,CLARK ELEMENTARY SCHOOL,CLARK HIGH SCHOOL,CLAY,CLEMENTE HIGH SCHOOL,CLEVELAND,CLINTON,CLISSOLD,COLEMON,COLES,COLLINS HIGH SCHOOL,COLUMBIA EXPLORERS,COLUMBUS,COOK,COONLEY,COOPER,CORKERY,CORLISS HIGH SCHOOL,COURTENAY,CRANE MEDICAL HIGH SCHOOL,CROWN,CUFFE,CULLEN,CURIE HIGH SCHOOL,CURTIS,DALEY,DARWIN,DAVIS M,DAVIS N,DAWES,DE DIEGO,DECATUR,DENEEN,DEPRIEST,DETT,DEVER,DEVRY HIGH SCHOOL,DEWEY,DIRKSEN,DISNEY,DISNEY II ELEMENTARY SCHOOL,DISNEY II HIGH SCHOOL,DIXON,DOOLITTLE,DORE,DOUGLASS HIGH SCHOOL,DRAKE,DRUMMOND,DUBOIS,DULLES,DUNBAR HIGH SCHOOL,DUNNE,DURKIN PARK,DVORAK,DYETT ARTS HIGH SCHOOL,EARHART,EARLE,EBERHART,EBINGER,EDGEBROOK,EDISON,EDISON PARK,EDWARDS,ELLINGTON,ENGLEWOOD STEM HIGH SCHOOL,ERICSON,ESMOND,EVERETT,EVERGREEN,EVERS,FAIRFIELD,FALCONER,FARADAY,FARNSWORTH,FARRAGUT HIGH SCHOOL,FENGER HIGH SCHOOL,FERNWOOD,FIELD,FINKL,FISKE,FOREMAN HIGH SCHOOL,FORT DEARBORN,FOSTER PARK,FRANKLIN,FRAZIER PROSPECTIVE,FULLER,FULTON,FUNSTON,GAGE PARK HIGH SCHOOL,GALE,GALILEO,GALLISTEL,GARVEY,GARVY,GARY,GILLESPIE,GOETHE,GOODE HIGH SCHOOL,GOUDY,GRAHAM ELEMENTARY SCHOOL,GRAHAM HIGH SCHOOL,GRAY,GREELEY,GREEN,GREENE,GREGORY,GRESHAM,GRIMES,GRISSOM,GUNSAULUS,HAINES,HALE,HALEY,HAMILTON,HAMLINE,HAMMOND,HAMPTON,HANCOCK HIGH SCHOOL,HANSON PARK,HARLAN HIGH SCHOOL,HARPER HIGH SCHOOL,HARTE,HARVARD,HAUGAN,HAWTHORNE,HAY,HAYT,HEALY,HEARST,HEDGES,HEFFERAN,HENDERSON,HENDRICKS,HENRY,HERNANDEZ,HERZL,HIBBARD,HIGGINS,HIRSCH HIGH SCHOOL,HITCH,HOLDEN,HOLMES,HOPE HIGH SCHOOL,HOWE,HOYNE,HUBBARD HIGH SCHOOL,HUGHES C,HUGHES L,HURLEY,HYDE PARK HIGH SCHOOL,INFINITY HIGH SCHOOL,INTER-AMERICAN,IRVING,JACKSON A,JACKSON M,JAHN,JAMIESON,JEFFERSON HIGH SCHOOL,JENSEN,JOHNSON,JONES HIGH SCHOOL,JOPLIN,JORDAN,JUAREZ HIGH SCHOOL,JULIAN HIGH SCHOOL,JUNGMAN,KANOON,KELLER,KELLMAN,KELLOGG,KELLY HIGH SCHOOL,KELVYN PARK HIGH SCHOOL,KENNEDY HIGH SCHOOL,KENWOOD HIGH SCHOOL,KERSHAW,KILMER,KING ELEMENTARY SCHOOL,KING HIGH SCHOOL,KINZIE,KIPLING,KOZMINSKI,LAKE VIEW HIGH SCHOOL,LANE TECH HIGH SCHOOL,LANGFORD,LARA,LASALLE,LASALLE II,LAVIZZO,LAWNDALE,LEE,LELAND,LENART,LEWIS,LIBBY,LINCOLN,LINCOLN PARK HIGH SCHOOL,LINDBLOM HIGH SCHOOL,LITTLE VILLAGE,LLOYD,LOCKE J,LORCA,LOVETT,LOWELL,LOZANO,LYON,MADERO,MADISON,MANIERRE,MANLEY HIGH SCHOOL,MANN,MARINE LEADERSHIP AT AMES HIGH SCHOOL,MARQUETTE,MARSH,MARSHALL HIGH SCHOOL,MASON,MATHER HIGH SCHOOL,MAYER,MAYS,MCAULIFFE,MCCLELLAN,MCCORMICK,MCCUTCHEON,MCDADE,MCDOWELL,MCKAY,MCNAIR,MCPHERSON,MELODY,METCALFE,MIRELES,MITCHELL,MOLLISON,MONROE,MOOS,MORGAN PARK HIGH SCHOOL,MORRILL,MORTON,MOUNT GREENWOOD,MOUNT VERNON,MOZART,MULTICULTURAL HIGH SCHOOL,MURPHY,MURRAY,NASH,NATIONAL TEACHERS,NEIL,NETTELHORST,NEW FIELD,NEW SULLIVAN,NEWBERRY,NICHOLSON,NIGHTINGALE,NINOS HEROES,NIXON,NOBEL,NORTH RIVER,NORTH-GRAND HIGH SCHOOL,NORTHSIDE LEARNING HIGH SCHOOL,NORTHSIDE PREP HIGH SCHOOL,NORTHWEST,NORWOOD PARK,OGDEN ELEMENTARY SCHOOL,OGDEN HIGH SCHOOL,OGLESBY,OKEEFFE,ONAHAN,ORIOLE PARK,OROZCO,ORR HIGH SCHOOL,ORTIZ DE DOMINGUEZ,OTIS,OTOOLE,OWEN,OWENS,PALMER,PARK MANOR,PARKER,PARKSIDE,PASTEUR,PAYTON HIGH SCHOOL,PEACE AND EDUCATION HIGH SCHOOL,PECK,PEIRCE,PENN,PEREZ,PERSHING,PETERSON,PHILLIPS HIGH SCHOOL,PHOENIX MILITARY HIGH SCHOOL,PICCOLO,PICKARD,PILSEN,PIRIE,PLAMONDON,POE,PORTAGE PARK,POWELL,PRESCOTT,PRIETO,PRITZKER,PROSSER HIGH SCHOOL,PRUSSING,PULASKI,PULLMAN,RABY HIGH SCHOOL,RANDOLPH,RAVENSWOOD,RAY,REAVIS,REILLY,REINBERG,REVERE,RICHARDS HIGH SCHOOL,RICHARDSON,RICKOVER MILITARY HIGH SCHOOL,ROBINSON,ROGERS,ROOSEVELT HIGH SCHOOL,RUDOLPH,RUGGLES,RUIZ,RYDER,SABIN,SADLOWSKI,SALAZAR,SANDOVAL,SAUCEDO,SAUGANASH,SAWYER,SAYRE,SCAMMON,SCHMID,SCHUBERT,SCHURZ HIGH SCHOOL,SENN HIGH SCHOOL,SEWARD,SHERIDAN,SHERMAN,SHERWOOD,SHIELDS,SHIELDS MIDDLE,SHOESMITH,SHOOP,SIMEON HIGH SCHOOL,SIMPSON HIGH SCHOOL,SKINNER,SKINNER NORTH,SMITH,SMYSER,SMYTH,SOCIAL JUSTICE HIGH SCHOOL,SOLOMON,SOLORIO HIGH SCHOOL,SOR JUANA,SOUTH LOOP,SOUTH SHORE ELEMENTARY SCHOOL,SOUTH SHORE INTL HIGH SCHOOL,SOUTHSIDE HIGH SCHOOL,SPENCER,SPRY ELEMENTARY SCHOOL,SPRY HIGH SCHOOL,STAGG,STEINMETZ HIGH SCHOOL,STEM,STEVENSON,STOCK,STONE,STOWE,SUDER,SULLIVAN HIGH SCHOOL,SUMNER,SUTHERLAND,SWIFT,TAFT HIGH SCHOOL,TALCOTT,TALMAN,TANNER,TARKINGTON,TAYLOR,TELPOCHCALLI,THOMAS,THORP J,THORP O,TILDEN HIGH SCHOOL,TILL,TILTON,TONTI,TURNER-DREW,TWAIN,UPLIFT HIGH SCHOOL,VANDERPOEL,VAUGHN HIGH SCHOOL,VICK,VOLTA,VON LINNE,VON STEUBEN HIGH SCHOOL,WACKER,WADSWORTH,WALSH,WARD J,WARD L,WARREN,WASHINGTON G ELEMENTARY SCHOOL,WASHINGTON H ELEMENTARY SCHOOL,WASHINGTON HIGH SCHOOL,WATERS,WEBSTER,WELLS ELEMENTARY SCHOOL,WELLS HIGH SCHOOL,WENTWORTH,WEST PARK,WEST RIDGE,WESTCOTT,WESTINGHOUSE HIGH SCHOOL,WHISTLER,WHITE,WHITNEY,WHITTIER,WILDWOOD,WILLIAMS HIGH SCHOOL,WOODLAWN,WOODSON,WORLD LANGUAGE HIGH SCHOOL,YATES,YORK HIGH SCHOOL,YOUNG ELEMENTARY SCHOOL,YOUNG HIGH SCHOOL,ZAPATA
Latitude,41.88235794,41.6987388,41.9341263,41.82814532,41.97150444,41.92984985,41.93579456,41.65740497,41.97506726,41.81117346,41.83385391,42.01014998,41.74235057,41.74018379,41.94506223,41.88599329,41.74824699,41.9341418,41.77107907,41.80841254,41.70513101,41.93251058,41.75419385,41.77424645,41.95821984,41.97012488,41.79846496,41.97239395,41.80913476,41.88532104,41.95893849,41.9495298,41.92160396,41.71043495,41.72969236,41.95078052,41.77655627,41.74937561,41.76536057,42.00341161,41.76084748,41.73462672,41.75436513,41.95998416,41.9309661,41.94911439,41.69972622,41.8239,41.81991148,41.80520417,41.69276253,41.66487335,41.88299679,41.77162036,41.89766257,41.97575433,41.91759814,41.79675956,41.93793747,41.71440206,41.72848064,41.91235791,41.82886791,41.79503097,41.73922636,41.82437733,41.90379212,41.93493062,41.94800703,41.84848777,41.78336832,41.74251663,41.79327214,41.78982791,41.65370212,41.65628995,41.90450276,41.68734706,41.88294992,41.86643525,41.9758943,41.91799265,41.80714283,41.94305592,41.94305449,41.69122074,41.83055498,41.73717393,41.89671269,41.80165863,41.77751051,41.86781257,41.87288501,41.65455815,41.90262579,41.95204212,41.99254136,41.69302601,41.67750545,41.74141281,41.86414857,41.81106861,41.89956578,41.74523702,41.9555532,41.85603119,41.84560242,41.70665962,41.96230777,41.87694744,41.85266349,41.74245163,41.70033514,41.80306021,41.6854184,41.80234287,41.92332272,41.77122111,41.82185161,41.74507775,41.90529385,42.00928856,41.76249026,41.87797883,41.87986982,41.94255167,41.94138764,41.79564568,41.97371478,41.95681613,41.95046051,41.95248767,41.74366924,41.83112063,41.78095446,41.89036863,41.84404331,41.9159138,41.65373298,41.77990049,41.84022557,41.69649616,41.73884394,41.85888345,41.80120417,41.72610746,41.78122517,41.77442045,42.00440792,41.99943683,41.9715061,41.99423795,41.80554154,41.88552958,41.77028021,41.87574412,41.68941961,41.83155516,41.82935562,41.71566536,41.7809039,41.93578457,41.87971359,41.97979006,41.84855987,41.68995073,41.71118362,42.00966386,41.84921491,41.78518282,41.93979677,41.72967267,41.73842548,41.90659999,41.86697963,41.8180034,41.79758027,41.91761651,41.79101284,42.02109056,41.87125482,41.706801,41.70660286,41.97635166,41.83706515,41.72533228,41.92283101,41.7537498,41.97581653,41.81330373,41.84967542,41.94876358,41.95280951,41.71929195,41.82966928,41.87074216,41.73892016,41.77546426,41.662481,41.81300737,41.84995832,41.78019173,41.68665997,41.94521966,41.80724156,41.85271913,41.75345719,41.79146391,41.92395526,41.71837235,41.77512408,41.79344724,41.75734054,41.96402871,41.94227549,41.89917136,41.99454089,41.83959486,41.808175,41.80711213,41.87866465,41.79059129,41.81578775,41.9589888,41.79347933,41.8620813,41.97033524,41.68103137,41.75374796,41.9836717,41.83802739,41.79378765,41.79358952,41.89361221,41.73333775,41.78052639,41.86051774,41.70534232,41.76678528,41.78225693,41.83616882,41.9490033,41.87159549,41.87429964,41.73412547,41.9392475,41.98464078,41.86783229,41.87381495,41.86183619,41.87306592,41.74933916,42.01708759,41.85267014,41.70585894,41.85806478,41.85077148,41.69717033,41.87016772,41.72526344,41.81872906,41.9279184,41.78996125,41.80377212,41.77645281,42.00364046,41.76533498,41.81367545,41.78996463,41.72362691,41.79800188,41.95476407,41.94664458,41.78468086,41.8097703,41.91389953,41.90291446,41.69626235,41.86296002,41.77530539,41.87358678,41.74718592,41.90682605,41.79768483,41.92452482,41.91826831,41.7820408,41.84369812,41.9188141,41.93176235,41.94002591,41.91271803,41.90651959,41.90888613,41.93419216,41.84095691,41.75954806,41.90824688,41.87093896,41.74827413,41.91604463,41.77388108,41.71658802,41.87844409,41.8568637,41.98758868,41.92320352,41.7727275,41.91481634,41.82999286,41.84226717,41.97094908,41.73454991,41.73313231,41.76814276,41.89781907,41.96784687,41.87879893,41.66944402,41.73171692,41.89208217,41.81435828,41.9299886,41.91250548,41.69203501,41.78431328,41.88917814,41.69573386,41.70195212,41.92090965,41.83528187,41.95007775,41.79853549,41.89180975,41.85279977,41.7384066,41.94163655,42.00770257,41.74382852,41.91394722,41.78494238,41.79771438,41.74375308,41.91958145,41.90615515,41.96172106,41.91167369,41.98297252,41.98131528,41.92061097,41.98815251,41.89997649,41.89354764,41.75467006,41.76860231,41.99379035,41.97850138,41.85775481,41.89454672,41.83879052,41.89180608,41.77457107,41.74284992,41.67061754,41.97328939,41.76647654,41.7707798,41.76855519,41.78689538,41.90157517,41.80351472,41.78789897,41.98345579,41.85837242,41.85602872,41.83652695,41.98155714,41.82387997,41.87911823,41.90013966,41.8529004,41.85884888,41.74034023,41.8602589,41.70263,41.95698764,41.7603318,41.9288411,41.92131758,41.90705301,41.9200594,41.96561907,41.91848628,41.68881935,41.88621006,41.76061413,41.96074569,41.79234788,41.80417379,41.94109399,41.9430189,41.76419587,41.80288138,41.78382632,41.98902071,41.81734933,42.01526505,41.96482788,41.88356817,41.75194558,41.84810094,41.73537939,41.90681581,41.70489549,41.90141653,41.79234608,41.84794072,41.99116925,41.7974982,41.91415063,41.9416776,41.71698887,41.93040332,41.94636454,41.98902854,41.81033324,41.84440016,41.79976621,41.79080024,41.81590949,41.80649141,41.80429402,41.69091888,41.74578123,41.86436548,41.87910254,41.90510912,41.70755762,41.95886804,41.86535102,41.83350728,41.99394233,41.79520056,41.79007117,41.86687451,41.76775511,41.75879166,41.75985243,41.8848764,41.84774672,41.84776169,41.75892473,41.93563359,41.86857588,41.74710688,42.01689164,41.99535905,41.91193808,41.88321452,42.00268756,41.87082838,41.71144507,41.98913906,41.98296099,41.89240461,41.79404805,41.76067264,41.76440708,41.71547038,41.84794743,41.82777491,41.73332424,41.94857131,41.80751007,41.77542384,41.88410224,41.78752323,41.72560922,41.7990464,41.96554746,41.72081703,41.9603638,41.68819084,41.971634,41.94000928,41.97318505,41.7161933,41.7734779,41.85483575,41.84398009,41.89323561,41.72676291,41.68813148,41.72853414,41.68813694,41.9643654,41.86991586,41.82735527,41.89899471,41.7650759,41.90690721,42.002959,41.74886823,41.8899772,41.68390701,41.67230941,41.84008043,41.85048089,42.00749067,41.8061176,41.77336553,41.8144988,41.83439662,41.91503855,41.84253335,41.90679057,41.87860253,41.8413938
Longitude,-87.62813012,-87.53297604,-87.65622867,-87.63275698,-87.71060879,-87.64641314,-87.68056201,-87.60647385,-87.67948421,-87.59750293,-87.65065316,-87.68444183,-87.70960968,-87.60117441,-87.68104105,-87.76191637,-87.59165381,-87.70787059,-87.73992023,-87.67754137,-87.65807422,-87.73938835,-87.67092713,-87.65353242,-87.70215096,-87.78963033,-87.62569158,-87.75756504,-87.62713681,-87.70585481,-87.73401973,-87.68601824,-87.75795257,-87.61739046,-87.57664295,-87.66496784,-87.79060442,-87.72109745,-87.65301779,-87.69746282,-87.57607486,-87.55755003,-87.55714197,-87.64974917,-87.6962942,-87.79866892,-87.56208423,-87.69207693,-87.62667806,-87.62500447,-87.61635261,-87.63895773,-87.67068239,-87.62174597,-87.76560566,-87.69655603,-87.78269957,-87.61614052,-87.66985312,-87.56713059,-87.60743532,-87.6686606,-87.69245663,-87.79154448,-87.58072903,-87.71165364,-87.71792664,-87.77012726,-87.8292957,-87.71601741,-87.59079501,-87.69601208,-87.68779954,-87.62245275,-87.59951563,-87.59062039,-87.71423365,-87.70321549,-87.69918701,-87.69525937,-87.68326359,-87.69456225,-87.66603693,-87.7781868,-87.77684657,-87.71776967,-87.61921554,-87.57326752,-87.68893676,-87.685607,-87.6810612,-87.77041753,-87.75332487,-87.5446136,-87.68690615,-87.70644253,-87.69835995,-87.68089679,-87.65811084,-87.56596977,-87.70204159,-87.70419859,-87.68193805,-87.65977459,-87.6837653,-87.66722708,-87.73119287,-87.60121588,-87.66385296,-87.68330135,-87.71247015,-87.65363345,-87.61124446,-87.72204165,-87.62165261,-87.6722064,-87.70541291,-87.66652988,-87.70020216,-87.71735342,-87.6857562,-87.70461859,-87.62334459,-87.76629755,-87.68031497,-87.81313153,-87.69076139,-87.64265158,-87.84104144,-87.64608274,-87.73067838,-87.72136351,-87.60997887,-87.61227454,-87.78760442,-87.76766846,-87.62855345,-87.6744946,-87.61432001,-87.61721418,-87.61763743,-87.6399736,-87.72995529,-87.71574357,-87.61223911,-87.58218174,-87.67554666,-87.70795263,-87.81116978,-87.76184047,-87.70930367,-87.81377123,-87.72585618,-87.76658938,-87.63602379,-87.71580443,-87.66915867,-87.6813103,-87.66781651,-87.63930547,-87.69211506,-87.74933063,-87.70809202,-87.76607166,-87.70870563,-87.63757205,-87.64041365,-87.6699854,-87.68566784,-87.6086329,-87.75416654,-87.65548116,-87.66809931,-87.63551281,-87.72724438,-87.61178404,-87.66843588,-87.71689166,-87.68895394,-87.67193898,-87.65336555,-87.53517531,-87.64757717,-87.79623511,-87.71869664,-87.62371944,-87.6928997,-87.70734535,-87.65791249,-87.64334424,-87.62531482,-87.7571156,-87.65097987,-87.65250014,-87.67149237,-87.71866613,-87.64502524,-87.75880329,-87.55330671,-87.69936419,-87.63380633,-87.77657871,-87.63363214,-87.67086537,-87.66117466,-87.6962433,-87.70873128,-87.72447046,-87.76151477,-87.62062344,-87.6690893,-87.5868546,-87.63273687,-87.72312804,-87.65770888,-87.75581325,-87.66850377,-87.64034075,-87.74572606,-87.67332726,-87.73580189,-87.67188731,-87.63366448,-87.71563237,-87.71136992,-87.71899385,-87.71036161,-87.64699404,-87.60172727,-87.77912305,-87.65379167,-87.64979536,-87.64132657,-87.75939839,-87.5682281,-87.71801374,-87.73177739,-87.62986866,-87.71954083,-87.58661501,-87.73527796,-87.65157334,-87.68361565,-87.66098467,-87.64676673,-87.67580972,-87.70052942,-87.68041755,-87.70224105,-87.70313876,-87.62767532,-87.66936565,-87.67776252,-87.66433931,-87.65374921,-87.65230159,-87.70511208,-87.69727834,-87.7021629,-87.67723251,-87.69463866,-87.73599882,-87.78083976,-87.59042089,-87.64089203,-87.66822247,-87.64133454,-87.60387386,-87.7794826,-87.63952072,-87.60248145,-87.66895269,-87.69101263,-87.65716921,-87.67218159,-87.63756486,-87.67369603,-87.62714769,-87.71295679,-87.72888429,-87.74927555,-87.62804036,-87.75454995,-87.65993282,-87.6444973,-87.64600936,-87.67166185,-87.71731895,-87.74851501,-87.79560407,-87.72478312,-87.78391885,-87.710217,-87.66509327,-87.7771742,-87.70506426,-87.5907124,-87.63982651,-87.69989559,-87.57481564,-87.72174232,-87.6970298,-87.55248343,-87.70805007,-87.73167243,-87.7024964,-87.65728744,-87.63727735,-87.72393113,-87.64110258,-87.70630009,-87.65475845,-87.61921444,-87.5895895,-87.6917865,-87.74673078,-87.67628825,-87.72466123,-87.63430552,-87.55278794,-87.68318459,-87.61661794,-87.71922375,-87.69694139,-87.66565755,-87.68854926,-87.70510783,-87.70580994,-87.64765249,-87.72188814,-87.7352833,-87.71683186,-87.59334041,-87.74793588,-87.62930833,-87.62093346,-87.64456122,-87.67316833,-87.54292761,-87.64599025,-87.64745284,-87.68913886,-87.55186172,-87.73142009,-87.72995463,-87.70715073,-87.73523756,-87.72238622,-87.7087078,-87.75792051,-87.80297944,-87.62929657,-87.65940468,-87.6454695,-87.57280596,-87.79310826,-87.81205404,-87.67521046,-87.72665959,-87.71719032,-87.66542624,-87.674865,-87.70574909,-87.62254566,-87.73921295,-87.61154559,-87.63408586,-87.58295438,-87.73266646,-87.63538477,-87.66737777,-87.71921626,-87.66585004,-87.72238555,-87.65798013,-87.61833765,-87.71258258,-87.61979635,-87.68696022,-87.7312606,-87.68329074,-87.66220943,-87.60789114,-87.69252575,-87.60641917,-87.761007,-87.55678925,-87.6695275,-87.76578057,-87.67776098,-87.76104832,-87.77241417,-87.68380143,-87.60943097,-87.71542312,-87.67596551,-87.67092242,-87.59475207,-87.60492543,-87.71954054,-87.76898262,-87.60017682,-87.66227785,-87.7254216,-87.66578851,-87.59906677,-87.69718539,-87.71481862,-87.66947671,-87.61806645,-87.68074453,-87.6388427,-87.68304994,-87.52804557,-87.63363243,-87.71098733,-87.69731554,-87.74595144,-87.70500578,-87.79872071,-87.73217878,-87.59693188,-87.76119047,-87.73561211,-87.66713619,-87.66877201,-87.64133981,-87.65022145,-87.63227938,-87.68964724,-87.68977977,-87.59390494,-87.65866905,-87.63541037,-87.66872223,-87.65941898,-87.64484149,-87.60466041,-87.78197454,-87.65344503,-87.73529947,-87.72404263,-87.71105882,-87.72635,-87.628615,-87.5903961,-87.57635264,-87.67594677,-87.75044473,-87.70018447,-87.69894611,-87.64921669,-87.78351523,-87.66496913,-87.73166568,-87.81419465,-87.68479279,-87.7133175,-87.67763611,-87.66919215,-87.73352395,-87.67682117,-87.65829608,-87.79154725,-87.67372272,-87.69026084,-87.60679104,-87.70644465,-87.53297077,-87.69600588,-87.67754185,-87.54427998,-87.77763129,-87.64296648,-87.60935721,-87.73056638,-87.70817918,-87.63016448,-87.7589284,-87.65247335,-87.66555862,-87.76466317,-87.6856766,-87.72460522,-87.70263467,-87.71338625,-87.64804432,-87.60101811,-87.64808617,-87.63535579,-87.71879729,-87.57535255,-87.5360153,-87.59625662,-87.5375703,-87.69133251,-87.72752437,-87.61977966,-87.66748287,-87.65820484,-87.7324431,-87.70591721,-87.63475052,-87.70733231,-87.65538382,-87.65053854,-87.72554564,-87.67339165,-87.77834486,-87.62502998,-87.594392,-87.60841877,-87.73529222,-87.70028031,-87.69526102,-87.76714285,-87.66423334,-87.73431332
CPS_School_ID,999999,609772,609773,610513,610212,609774,610524,609848,609695,609951,609777,609779,610287,610268,609782,610518,609786,610325,610544,610563,609788,609789,609790,609791,609792,610083,610246,609796,610237,609797,609798,609799,609922,609800,610350,609803,610087,609698,610238,609804,609815,610323,609806,610242,609809,609810,609811,610317,610590,610381,609726,610091,609812,609813,609830,609817,609818,609819,609820,609821,609827,609828,609829,609832,609833,610353,609835,610539,609836,610024,609837,609839,609842,609844,609845,609760,610021,609849,610251,609851,609852,609853,610148,610248,610340,609753,609754,609674,609854,609855,610347,609795,610244,609856,609759,609857,609859,609861,610199,609862,610499,610170,609863,609864,609866,609867,609870,609761,610355,610561,609873,610003,610004,609756,609900,610239,609875,610521,609876,609879,610313,609880,609883,610367,610252,609884,610402,609885,609874,610363,610515,610564,609887,609891,609893,610245,609894,609896,610364,610263,609676,610188,610352,610254,610587,610316,609897,609898,609899,609901,609794,610523,609903,609904,610592,609907,609908,609909,610319,610362,610057,609910,610055,609912,609704,609705,609917,609918,609967,609919,609708,609924,609927,609926,610503,609928,609929,609930,609709,609933,610009,609935,610128,609937,609938,609939,609942,610558,609945,609947,609769,609949,609850,610032,609952,609954,609955,609956,609944,609958,609959,609960,609808,609963,609964,609966,609807,609694,610068,609710,609711,609969,609971,609972,609974,609975,609976,609979,609981,609983,609985,609986,609987,609988,610532,609991,609994,610295,609712,609995,609996,609997,609768,610000,610002,609741,610005,610368,610006,609713,610384,610078,610121,610060,610369,610010,610011,609783,610271,610274,609678,609805,609865,609764,609762,610015,609920,610084,609925,610016,609715,609716,609718,609746,610019,610022,610299,609751,610026,610027,610030,609719,609720,609869,609993,610033,610520,610208,610034,610291,610305,610298,610036,610037,610038,609738,610391,609834,610040,610041,610541,610043,610044,610029,610046,610215,610047,610048,609722,610052,609780,610053,610054,609723,610056,609724,610059,610290,609968,610062,610063,610269,610066,610312,610067,610282,610070,610293,609902,610171,610073,610276,610074,610076,609725,610077,610257,610082,610086,610088,610385,610089,610090,610092,610231,610093,610094,610284,610193,610095,609793,610096,609961,610097,610098,610354,609691,609744,609749,610051,610099,610101,610529,610102,610103,610104,610105,610329,610389,609950,610107,610108,610109,609943,610111,610115,610112,610116,610117,609680,610386,610120,610122,610123,609872,610126,610127,609727,610304,610106,610129,610013,610130,610131,610132,610135,610281,610136,610533,610229,609679,610137,610138,610139,610334,609941,610141,610142,610143,610144,610145,610146,609682,610588,610390,610256,610147,609728,610308,610152,610125,610153,610342,610586,610250,610226,610017,610155,610157,610158,610159,610178,610165,609729,609730,610167,610081,610172,610173,610174,610559,610175,610176,609692,609750,610177,610534,609978,610179,610180,610383,610182,610543,610589,609990,610530,610547,609745,610183,610184,610357,610339,609732,610548,610185,610163,610191,610192,610405,609733,610194,610195,610196,609734,610197,610249,610279,610396,610198,609921,610504,610200,610201,609735,610065,610202,610203,609895,610206,610394,610207,609766,609871,610209,610039,609737,610366,610213,610216,610217,610133,610218,610219,610124,609739,610220,610221,610110,609740,610223,610100,610542,610300,609693,610225,610315,610227,610228,610230,610380,609977,610345,610392,610234,609748,610235,609755,609973
