School,Latitude,Longitude,mer_coords_x,mer_coords_y,Q3 SY20,Q4 SY20,Summer SY20,Q1 SY21,Q2 SY21,20210115
KING HIGH SCHOOL,41.81367545,-87.60387386,-9752018.629796097,5133109.664088142,0,0,0,0,0,0
KINZIE,41.78996463,-87.7794826,-9771567.305127438,5129568.904563082,0,0,0,0,0,0
KIPLING,41.72362691,-87.63952072,-9755986.820050094,5119669.57864127,0,0,0,0,0,0
KOZMINSKI,41.79800188,-87.60248145,-9751863.626997553,5130768.967207879,0,0,0,0,0,0
LAKE VIEW HIGH SCHOOL,41.95476407,-87.66895269,-9759263.171784395,5154205.727373505,0,0,0,3,0,0
LANE TECH HIGH SCHOOL,41.94664458,-87.69101263,-9761718.872755343,5152990.40773034,0,0,0,2,2,2
LANGFORD,41.78468086,-87.65716921,-9757951.440322313,5128780.05204715,0,0,0,0,0,0
LARA,41.8097703,-87.67218159,-9759622.611701757,5132526.413243372,0,0,0,2,0,0
LASALLE,41.91389953,-87.63756486,-9755769.094968762,5148090.724401319,0,0,0,0,0,0
LASALLE II,41.90291446,-87.67369603,-9759791.19821523,5146447.57634747,0,0,0,0,0,0
LAVIZZO,41.69626235,-87.62714769,-9754609.460287387,5115589.048048466,0,0,0,0,0,0
LAWNDALE,41.86296002,-87.71295679,-9764161.685479704,5140473.573370773,0,0,0,0,1,1
LEE,41.77530539,-87.72888429,-9765934.727351941,5127380.480082201,0,0,1,0,1,1
LELAND,41.87358678,-87.74927555,-9768204.672201172,5142062.125674159,0,0,0,0,1,1
LENART,41.74718592,-87.62804036,-9754708.83244059,5123184.028592741,0,0,0,0,1,1
LEWIS,41.90682605,-87.75454995,-9768791.815291608,5147032.640155332,0,0,0,0,0,0
LIBBY,41.79768483,-87.65993282,-9758259.084267378,5130721.625392868,0,0,0,1,1,1
LINCOLN,41.92452482,-87.6444973,-9756540.81070843,5149680.3237711135,1,1,0,0,1,1
LINCOLN PARK HIGH SCHOOL,41.91826831,-87.64600936,-9756709.131991243,5148744.285058558,0,0,0,1,0,0
LINDBLOM HIGH SCHOOL,41.7820408,-87.67166185,-9759564.754102465,5128385.923195668,0,0,0,2,6,6
LITTLE VILLAGE,41.84369812,-87.71731895,-9764647.279565014,5137594.858977444,0,0,0,1,0,0
LLOYD,41.9188141,-87.74851501,-9768120.009170482,5148825.936523676,0,0,0,0,5,5
LOCKE J,41.93176235,-87.79560407,-9773361.939081345,5150763.249897802,0,0,0,0,1,1
LORCA,41.94002591,-87.72478312,-9765478.187264865,5151999.846013994,0,0,0,0,0,0
LOVETT,41.91271803,-87.78391885,-9772061.145868791,5147913.981129927,0,0,0,0,1,1
LOWELL,41.90651959,-87.710217,-9763856.694025865,5146986.801282245,0,0,0,0,1,1
LOZANO,41.90888613,-87.66509327,-9758833.54338281,5147340.784060241,0,0,0,0,0,0
LYON,41.93419216,-87.7771742,-9771310.335096011,5151126.840657544,0,0,0,1,0,0
MADERO,41.84095691,-87.70506426,-9763283.093422662,5137185.252867889,0,0,0,0,0,0
MADISON,41.75954806,-87.5907124,-9750553.502095878,5125028.685015114,0,0,0,0,0,0
MANIERRE,41.90824688,-87.63982651,-9756020.860692823,5147245.165381907,0,0,0,0,0,0
MANLEY HIGH SCHOOL,41.87093896,-87.69989559,-9762707.71975105,5141666.28803425,0,0,0,0,0,0
MANN,41.74827413,-87.57481564,-9748783.883062502,5123346.394970924,0,0,0,0,0,0
MARINE LEADERSHIP AT AMES HIGH SCHOOL,41.91604463,-87.72174232,-9765139.68620287,5148411.621667585,0,0,0,2,1,1
MARQUETTE,41.77388108,-87.6970298,-9762388.70133305,5127167.877225,0,0,0,1,1,1
MARSH,41.71658802,-87.55248343,-9746297.87270213,5118619.791851068,0,0,0,1,0,0
MARSHALL HIGH SCHOOL,41.87844409,-87.70805007,-9763615.472238531,5142788.3131827265,0,0,0,0,0,0
MASON,41.8568637,-87.73167243,-9766245.101703512,5139562.37690167,0,0,0,0,1,1
MATHER HIGH SCHOOL,41.98758868,-87.7024964,-9762997.24006791,5159120.470053701,0,0,0,2,2,2
MAYER,41.92320352,-87.65728744,-9757964.602036877,5149482.636691583,0,0,0,0,0,0
MAYS,41.7727275,-87.63727735,-9755737.088801822,5126995.688229602,0,0,0,0,0,0
MCAULIFFE,41.91481634,-87.72393113,-9765383.344002895,5148227.873478418,0,0,0,1,2,2
MCCLELLAN,41.82999286,-87.64110258,-9756162.911246527,5135547.120295674,0,0,0,0,1,1
MCCORMICK,41.84226717,-87.70630009,-9763420.665678537,5137381.036070086,0,0,0,0,0,0
MCCUTCHEON,41.97094908,-87.65475845,-9757683.076023499,5156628.750298623,0,0,0,0,1,1
MCDADE,41.73454991,-87.61921444,-9753726.335575541,5121298.873128974,0,0,0,0,0,0
MCDOWELL,41.73313231,-87.5895895,-9750428.5017624,5121087.406507916,0,0,0,0,1,1
MCKAY,41.76814276,-87.6917865,-9761805.02016469,5126311.380675608,0,0,0,0,0,0
MCNAIR,41.89781907,-87.74673078,-9767921.389108717,5145685.50407613,0,0,0,0,0,0
MCPHERSON,41.96784687,-87.67628825,-9760079.762874173,5156164.276818077,0,0,1,1,1,1
MELODY,41.87879893,-87.72466123,-9765464.618286997,5142841.366434051,0,0,0,0,1,1
METCALFE,41.66944402,-87.63430552,-9755406.26664786,5111591.654506522,0,0,0,0,0,0
MIRELES,41.73171692,-87.55278794,-9746331.771501308,5120876.272414472,0,0,0,0,2,2
MITCHELL,41.89208217,-87.68318459,-9760847.45928685,5144827.558602973,0,1,0,0,0,0
MOLLISON,41.81435828,-87.61661794,-9753437.294562923,5133211.651252231,0,0,0,0,0,0
MONROE,41.9299886,-87.71922375,-9764859.320738353,5150497.838746577,0,2,0,1,2,2
MOOS,41.91250548,-87.69694139,-9762378.859237038,5147882.18680987,0,0,0,0,2,2
MORGAN PARK HIGH SCHOOL,41.69203501,-87.66565755,-9758896.357991457,5114958.833383863,0,0,1,2,0,0
MORRILL,41.78431328,-87.68854926,-9761444.651495643,5128725.175835907,0,0,0,0,0,0
MORTON,41.88917814,-87.70510783,-9763287.943659477,5144393.294476347,0,0,0,1,0,0
MOUNT GREENWOOD,41.69573386,-87.70580994,-9763366.102658864,5115510.258763966,0,0,0,2,1,1
MOUNT VERNON,41.70195212,-87.64765249,-9756892.044064276,5116437.348381668,0,0,0,0,0,0
MOZART,41.92090965,-87.72188814,-9765155.91968987,5149139.445769077,0,2,0,0,0,0
MULTICULTURAL HIGH SCHOOL,41.83528187,-87.7352833,-9766647.061230188,5136337.313443557,0,0,0,0,0,0
MURPHY,41.95007775,-87.71683186,-9764593.056123324,5153504.2644911045,0,0,0,0,0,0
MURRAY,41.79853549,-87.59334041,-9750846.0508034,5130848.646811858,0,0,0,0,0,0
NASH,41.89180975,-87.74793588,-9768055.540123226,5144786.821249789,1,0,0,1,0,0
NATIONAL TEACHERS,41.85279977,-87.62930833,-9754849.981844105,5138955.003445835,0,0,0,0,0,0
NEIL,41.7384066,-87.62093346,-9753917.695054881,5121874.209587654,0,0,0,0,0,0
NETTELHORST,41.94163655,-87.64456122,-9756547.926068211,5152240.888197596,0,0,0,0,0,0
NEW FIELD,42.00770257,-87.67316833,-9759732.454569535,5162133.321527733,0,0,0,0,1,1
NEW SULLIVAN,41.74382852,-87.54292761,-9745234.123921007,5122683.105758439,0,0,0,0,1,1
NEWBERRY,41.91394722,-87.64599025,-9756707.00490236,5148097.857721607,0,0,0,0,0,0
NICHOLSON,41.78494238,-87.64745284,-9756869.819749696,5128819.094607924,0,0,0,0,4,4
NIGHTINGALE,41.79771438,-87.68913886,-9761510.286460163,5130726.037365174,0,2,0,5,1,1
NINOS HEROES,41.74375308,-87.55186172,-9746228.664547112,5122671.850196672,0,0,0,0,0,0
NIXON,41.91958145,-87.73142009,-9766217.011080017,5148940.7371685,0,1,0,1,1,1
NOBEL,41.90615515,-87.72995463,-9766053.876926567,5146932.29035559,0,0,0,0,0,0
NORTH RIVER,41.96172106,-87.70715073,-9763515.357989803,5155247.167406696,0,0,0,0,0,0
NORTH-GRAND HIGH SCHOOL,41.91167369,-87.73523756,-9766641.96934809,5147757.76029936,0,0,0,1,2,2
NORTHSIDE LEARNING HIGH SCHOOL,41.98297252,-87.72238622,-9765211.36467398,5158429.151466835,0,0,0,0,1,1
NORTHSIDE PREP HIGH SCHOOL,41.98131528,-87.7087078,-9763688.690518135,5158180.97471757,0,0,0,3,0,0
NORTHWEST,41.92061097,-87.75792051,-9769167.024170497,5149094.7607681155,0,0,0,0,0,0
NORWOOD PARK,41.98815251,-87.80297944,-9774182.961425986,5159204.912072886,0,0,0,0,0,0
OGDEN ELEMENTARY SCHOOL,41.89997649,-87.62929657,-9754848.672677658,5146008.162981955,0,0,0,3,2,2
OGDEN HIGH SCHOOL,41.89354764,-87.65940468,-9758200.292715069,5145046.7105301265,0,0,0,0,0,0
OGLESBY,41.75467006,-87.6454695,-9756649.034732157,5124300.756664118,0,0,0,1,1,1
OKEEFFE,41.76860231,-87.57280596,-9748560.166246809,5126379.969639041,0,0,0,0,0,0
ONAHAN,41.99379035,-87.79310826,-9773084.106144177,5160049.313821104,0,0,0,0,1,1
ORIOLE PARK,41.97850138,-87.81205404,-9775193.141218385,5157759.598261335,0,0,0,0,2,2
OROZCO,41.85775481,-87.67521046,-9759959.783480005,5139695.562431756,0,0,0,0,0,0
ORR HIGH SCHOOL,41.89454672,-87.72665959,-9765687.074609093,5145196.119489142,1,0,0,0,1,1
ORTIZ DE DOMINGUEZ,41.83879052,-87.71719032,-9764632.960256785,5136861.551233415,0,1,0,0,2,2
OTIS,41.89180608,-87.66542624,-9758870.608757226,5144786.272591777,0,0,0,1,0,0
OTOOLE,41.77457107,-87.674865,-9759921.327176673,5127270.870268374,0,0,0,0,0,0
OWEN,41.74284992,-87.70574909,-9763359.328093514,5122537.103246721,0,0,0,0,2,2
OWENS,41.67061754,-87.62254566,-9754097.164952062,5111766.537729826,0,0,0,0,0,0
PALMER,41.97328939,-87.73921295,-9767084.507689983,5156979.163941733,0,0,0,0,1,1
PARK MANOR,41.76647654,-87.61154559,-9752872.64302626,5126062.696115573,0,0,0,0,0,0
PARKER,41.7707798,-87.63408586,-9755381.813628122,5126704.972415921,0,1,0,0,1,1
PARKSIDE,41.76855519,-87.58295438,-9749689.88406188,5126372.936456246,0,0,0,0,0,0
PASTEUR,41.78689538,-87.73266646,-9766355.755730186,5129110.665175799,0,2,0,1,2,2
PAYTON HIGH SCHOOL,41.90157517,-87.63538477,-9755526.407582993,5146247.265024672,0,0,0,0,0,0
PEACE AND EDUCATION HIGH SCHOOL,41.80351472,-87.66737777,-9759087.851981,5131592.190990514,0,0,0,0,1,1
PECK,41.78789897,-87.71921626,-9764858.486968048,5129260.499009144,0,0,0,2,1,1
PEIRCE,41.98345579,-87.66585004,-9758917.786078759,5158501.523923501,0,0,0,0,1,1
PENN,41.85837242,-87.72238555,-9765211.29036651,5139787.871821658,1,0,0,0,2,2
PEREZ,41.85602872,-87.65798013,-9758041.711782038,5139437.582414606,0,0,0,0,0,0
PERSHING,41.83652695,-87.61833765,-9753628.731760437,5136523.3414753955,0,0,0,0,0,0
PETERSON,41.98155714,-87.71258258,-9764120.028709754,5158217.192981748,0,0,0,1,1,1
PHILLIPS HIGH SCHOOL,41.82387997,-87.61979635,-9753791.112616854,5134633.917684583,1,0,0,1,5,5
PHOENIX MILITARY HIGH SCHOOL,41.87911823,-87.68696022,-9761267.760698989,5142889.105196405,1,0,0,0,0,0
PICCOLO,41.90013966,-87.7312606,-9766199.25623049,5146032.566212618,0,0,0,0,2,2
PICKARD,41.8529004,-87.68329074,-9760859.276554383,5138970.0418328745,0,1,2,0,4,4
PILSEN,41.85884888,-87.66220943,-9758512.515943117,5139859.084595686,0,0,0,0,1,1
PIRIE,41.74034023,-87.60789114,-9752465.830850098,5122162.680741012,0,0,0,0,2,2
PLAMONDON,41.8602589,-87.69252575,-9761887.312974453,5140069.834802749,0,0,0,0,0,0
POE,41.70263,-87.60641917,-9752301.972605836,5116538.420684542,0,0,1,0,2,2
PORTAGE PARK,41.95698764,-87.761007,-9769510.611135677,5154538.576578759,0,0,0,0,0,0
POWELL,41.7603318,-87.55678925,-9746777.19466861,5125145.645295452,0,0,0,1,0,0
PRESCOTT,41.9288411,-87.6695275,-9759327.159862358,5150326.138679886,0,0,0,0,0,0
PRIETO,41.92131758,-87.76578057,-9770042.002272403,5149200.476493655,0,0,0,0,1,1
PRITZKER,41.90705301,-87.67776098,-9760243.70626849,5147066.587291746,0,0,0,2,1,1
PROSSER HIGH SCHOOL,41.9200594,-87.76104832,-9769515.209978202,5149012.241262377,0,0,0,0,5,5
PRUSSING,41.96561907,-87.77241417,-9770780.45068753,5155830.738083125,0,0,0,0,0,0
PULASKI,41.91848628,-87.68380143,-9760916.126078228,5148776.893662665,1,0,0,4,0,0
PULLMAN,41.68881935,-87.60943097,-9752637.243983537,5114479.468678173,0,0,0,0,0,0
RABY HIGH SCHOOL,41.88621006,-87.71542312,-9764436.236424984,5143949.473657306,0,0,0,0,0,0
RANDOLPH,41.76061413,-87.67596551,-9760043.835778132,5125187.778303012,0,0,0,0,0,0
RAVENSWOOD,41.96074569,-87.67092242,-9759482.441081671,5155101.151509646,0,0,0,0,0,0
RAY,41.79234788,-87.59475207,-9751003.196820594,5129924.737850837,0,0,0,0,0,0
REAVIS,41.80417379,-87.60492543,-9752135.689900022,5131690.614481419,0,0,0,1,0,0
REILLY,41.94109399,-87.71954054,-9764894.586002775,5152159.689486419,0,1,0,0,0,0
REINBERG,41.9430189,-87.76898262,-9770398.45256469,5152447.768800169,0,0,0,0,0,0
REVERE,41.76419587,-87.60017682,-9751607.07736856,5125722.31397119,0,0,0,0,0,0
RICHARDS HIGH SCHOOL,41.80288138,-87.66227785,-9758520.13158154,5131497.611606776,0,0,0,0,0,0
RICHARDSON,41.78382632,-87.7254216,-9765549.261602627,5128652.477844264,0,0,0,0,0,0
RICKOVER MILITARY HIGH SCHOOL,41.98902071,-87.66578851,-9758910.936752722,5159334.94143152,0,0,0,0,0,0
ROBINSON,41.81734933,-87.59906677,-9751483.506911872,5133658.40461482,0,0,0,0,0,0
ROGERS,42.01526505,-87.69718539,-9762406.022035375,5163266.348185191,0,0,0,0,0,0
ROOSEVELT HIGH SCHOOL,41.96482788,-87.71481862,-9764368.943312922,5155712.286810592,0,0,0,1,0,0
RUDOLPH,41.88356817,-87.66947671,-9759321.505386593,5143554.4449507,0,0,0,0,0,0
RUGGLES,41.75194558,-87.61806645,-9753598.541214762,5123894.214048046,0,0,0,0,0,0
RUIZ,41.84810094,-87.68074453,-9760575.833992083,5138252.789384159,0,0,0,1,0,0
RYDER,41.73537939,-87.6388427,-9755911.343114624,5121422.611429091,0,0,0,1,2,2
SABIN,41.90681581,-87.68304994,-9760832.470735561,5147031.10843919,0,0,0,0,0,0
SADLOWSKI,41.70489549,-87.52804557,-9743577.46266827,5116876.211808226,0,0,0,0,1,1
SALAZAR,41.90141653,-87.63363243,-9755331.338899653,5146223.538892445,0,0,0,1,0,0
SANDOVAL,41.79234608,-87.71098733,-9763942.446757283,5129924.469639028,0,0,1,1,3,3
SAUCEDO,41.84794072,-87.69731554,-9762420.509562451,5138228.845749486,0,0,1,1,0,0
SAUGANASH,41.99116925,-87.74595144,-9767834.633966371,5159656.731649706,0,0,0,1,1,1
SAWYER,41.7974982,-87.70500578,-9763276.583511457,5130693.757675429,0,0,0,1,5,5
SAYRE,41.91415063,-87.79872071,-9773708.881194556,5148128.286810564,0,0,0,1,1,1
SCAMMON,41.9416776,-87.73217878,-9766301.467716508,5152247.031523497,0,0,0,0,0,0
SCHMID,41.71698887,-87.59693188,-9751245.852133319,5118679.573017386,0,0,0,0,0,0
SCHUBERT,41.93040332,-87.76119047,-9769531.034400858,5150559.89263214,0,0,0,1,1,1
SCHURZ HIGH SCHOOL,41.94636454,-87.73561211,-9766683.66457506,5152948.495594758,0,0,0,1,4,4
SENN HIGH SCHOOL,41.98902854,-87.66713619,-9759060.959955402,5159336.113977357,0,0,1,3,1,1
SEWARD,41.81033324,-87.66877201,-9759243.05879451,5132610.488992084,0,0,1,0,2,2
SHERIDAN,41.84440016,-87.64133981,-9756189.319617908,5137699.764533966,1,0,0,0,0,0
SHERMAN,41.79976621,-87.65022145,-9757178.019248718,5131032.423911682,0,0,0,0,2,2
SHERWOOD,41.79080024,-87.63227938,-9755180.717891425,5129693.664685898,0,0,0,0,0,0
SHIELDS,41.81590949,-87.68964724,-9761566.87806957,5133443.342076928,0,0,0,1,2,2
SHIELDS MIDDLE,41.80649141,-87.68977977,-9761581.632076966,5132036.725876199,0,0,0,0,1,1
SHOESMITH,41.80429402,-87.59390494,-9750908.894694312,5131708.5684528565,0,0,0,0,0,0
SHOOP,41.69091888,-87.65866905,-9758118.402488051,5114792.446433093,0,0,0,0,0,0
SIMEON HIGH SCHOOL,41.74578123,-87.63541037,-9755529.257723778,5122974.446181263,0,0,1,1,0,0
SIMPSON HIGH SCHOOL,41.86436548,-87.66872223,-9759237.517064145,5140683.654658959,0,0,0,0,0,0
SKINNER,41.87910254,-87.65941898,-9758201.883660968,5142886.759527497,0,0,0,0,0,0
SKINNER NORTH,41.90510912,-87.64484149,-9756579.125855839,5146775.831428067,0,1,0,0,0,0
SMITH,41.70755762,-87.60466041,-9752106.187757201,5117273.158305435,0,0,1,0,0,0
SMYSER,41.95886804,-87.78197454,-9771844.7063463,5154820.065193235,0,0,0,2,2,2
SMYTH,41.86535102,-87.65344503,-9757536.866646925,5140830.970723463,0,1,0,1,1,1
SOCIAL JUSTICE HIGH SCHOOL,41.83350728,-87.73529947,-9766648.861520162,5136072.17611529,0,0,0,0,1,1
SOLOMON,41.99394233,-87.72404263,-9765395.756239885,5160072.078010438,0,0,0,0,1,1
SOLORIO HIGH SCHOOL,41.79520056,-87.71105882,-9763950.405024493,5130350.677000484,0,0,0,0,2,2
SOR JUANA,41.79007117,-87.72635,-9765652.611326257,5129584.810689148,0,0,0,1,1,1
SOUTH LOOP,41.86687451,-87.628615,-9754772.801146273,5141058.703192629,0,0,0,2,0,0
SOUTH SHORE ELEMENTARY SCHOOL,41.76775511,-87.5903961,-9750518.29246252,5126253.522334794,0,0,0,0,1,1
SOUTH SHORE INTL HIGH SCHOOL,41.75879166,-87.57635264,-9748954.981171174,5124915.8066539485,0,0,0,0,0,0
SOUTHSIDE HIGH SCHOOL,41.75985243,-87.67594677,-9760041.748983076,5125074.106900089,0,0,0,0,2,2
SPENCER,41.8848764,-87.75044473,-9768334.824344592,5143750.055898382,0,0,0,0,0,0
SPRY ELEMENTARY SCHOOL,41.84774672,-87.70018447,-9762739.87792106,5138199.8556733625,0,0,0,0,0,0
SPRY HIGH SCHOOL,41.84776169,-87.69894611,-9762602.023683337,5138202.093089454,0,0,0,0,0,0
STAGG,41.75892473,-87.64921669,-9757066.170763042,5124935.664692023,0,0,0,0,1,1
STEINMETZ HIGH SCHOOL,41.93563359,-87.78351523,-9772016.215768069,5151342.538690063,0,0,1,2,1,1
STEM,41.86857588,-87.66496913,-9758819.724275583,5141313.032649963,0,1,0,0,0,0
STEVENSON,41.74710688,-87.73166568,-9766244.350491917,5123172.235697542,0,0,0,2,0,0
STOCK,42.01689164,-87.81419465,-9775431.433364918,5163510.065821401,0,0,0,0,2,2
STONE,41.99535905,-87.68479279,-9761026.483244773,5160284.277737804,0,0,0,2,1,1
STOWE,41.91193808,-87.7133175,-9764201.839967538,5147797.3094006805,1,0,0,0,1,1
SUDER,41.88321452,-87.67763611,-9760229.80597857,5143501.566465218,0,0,0,0,0,0
SULLIVAN HIGH SCHOOL,42.00268756,-87.66919215,-9759289.827876989,5161382.035707668,0,0,0,2,0,0
SUMNER,41.87082838,-87.73352395,-9766451.211734043,5141649.757599158,0,1,0,0,1,1
SUTHERLAND,41.71144507,-87.67682117,-9760139.087303786,5117852.841109726,0,0,0,0,1,1
SWIFT,41.98913906,-87.65829608,-9758076.883461015,5159352.66675105,0,0,0,0,0,0
TAFT HIGH SCHOOL,41.98296099,-87.79154725,-9772910.335758409,5158427.424039457,0,0,0,0,0,0
TALCOTT,41.89240461,-87.67372272,-9759794.169666683,5144875.777887822,0,0,0,0,5,5
TALMAN,41.79404805,-87.69026084,-9761635.184100706,5130178.591786914,0,0,1,1,0,0
TANNER,41.76067264,-87.60679104,-9752343.368070835,5125196.509795831,0,0,0,0,1,1
TARKINGTON,41.76440708,-87.70644465,-9763436.757573482,5125753.8358415775,0,0,0,0,0,0
TAYLOR,41.71547038,-87.53297077,-9744125.733460944,5118453.116722797,0,0,0,2,0,0
TELPOCHCALLI,41.84794743,-87.69600588,-9762274.71910147,5138229.849416716,0,0,0,0,0,0
THOMAS,41.82777491,-87.67754185,-9760219.312752856,5135215.771700284,0,0,0,0,1,1
THORP J,41.73332424,-87.54427998,-9745384.668821577,5121116.036230457,0,0,0,0,1,1
THORP O,41.94857131,-87.77763129,-9771361.218770873,5153278.786315569,0,0,3,1,2,2
TILDEN HIGH SCHOOL,41.80751007,-87.64296648,-9756370.400560522,5132188.855676659,0,0,0,0,2,2
TILL,41.77542384,-87.60935721,-9752629.033456815,5127398.1620783955,0,0,0,0,1,1
TILTON,41.88410224,-87.73056638,-9766121.976944866,5143634.300909849,0,1,0,0,0,0
TONTI,41.78752323,-87.70817918,-9763629.84517175,5129204.401642803,0,0,0,0,0,0
TURNER-DREW,41.72560922,-87.63016448,-9754945.287917066,5119965.243017098,0,0,0,0,0,0
TWAIN,41.7990464,-87.7589284,-9769279.222132567,5130924.938315734,0,0,0,1,0,0
UPLIFT HIGH SCHOOL,41.96554746,-87.65247335,-9757428.699607167,5155820.01704465,0,0,0,0,3,3
VANDERPOEL,41.72081703,-87.66555862,-9758885.345836148,5119250.497978215,0,0,0,0,1,1
VAUGHN HIGH SCHOOL,41.9603638,-87.76466317,-9769917.614101958,5155043.980780732,1,0,0,0,1,1
VICK,41.68819084,-87.6856766,-9761124.868740045,5114385.777457949,0,0,0,0,1,1
VOLTA,41.971634,-87.72460522,-9765458.383587372,5156731.30159954,0,0,0,0,2,2
VON LINNE,41.94000928,-87.70263467,-9763012.633172011,5151997.356708118,1,0,0,0,1,1
VON STEUBEN HIGH SCHOOL,41.97318505,-87.71338625,-9764209.49346958,5156963.540236513,0,0,0,1,0,0
WACKER,41.7161933,-87.64804432,-9756935.66311643,5118560.926553545,0,0,0,0,1,1
WADSWORTH,41.7734779,-87.60101811,-9751700.729287535,5127107.696095813,0,0,0,2,0,0
WALSH,41.85483575,-87.64808617,-9756940.32191761,5139259.284934815,0,0,0,0,0,0
WARD J,41.84398009,-87.63535579,-9755523.181879863,5137636.993698474,0,0,0,0,2,2
WARD L,41.89323561,-87.71879729,-9764811.847659964,5145000.048381816,0,1,0,0,2,2
WARREN,41.72676291,-87.57535255,-9748843.651774053,5120137.322089085,0,0,0,0,1,1
WASHINGTON G ELEMENTARY SCHOOL,41.68813148,-87.5360153,-9744464.649178704,5114376.929740404,0,0,0,1,3,3
WASHINGTON H ELEMENTARY SCHOOL,41.72853414,-87.59625662,-9751170.681966394,5120401.5165532585,0,0,0,0,1,1
WASHINGTON HIGH SCHOOL,41.68813694,-87.5375703,-9744637.75110727,5114377.742488042,0,2,0,2,2,2
WATERS,41.9643654,-87.69133251,-9761754.482155474,5155643.047990614,0,0,0,1,1,1
WEBSTER,41.86991586,-87.72752437,-9765783.341913769,5141513.343954186,0,0,0,0,0,0
WELLS ELEMENTARY SCHOOL,41.82735527,-87.61977966,-9753789.255215986,5135153.0802475745,0,0,0,0,1,1
WELLS HIGH SCHOOL,41.89899471,-87.66748287,-9759099.552101066,5145861.328496564,0,0,0,0,0,0
WENTWORTH,41.7650759,-87.65820484,-9758066.726230953,5125853.653724121,0,0,1,0,3,3
WEST PARK,41.90690721,-87.7324431,-9766330.89145849,5147044.7791246865,0,0,0,0,1,1
WEST RIDGE,42.002959,-87.70591721,-9763378.042855628,5161422.697329187,0,0,0,1,0,0
WESTCOTT,41.74886823,-87.63475052,-9755455.803296356,5123435.038520223,0,0,0,0,1,1
WESTINGHOUSE HIGH SCHOOL,41.8899772,-87.70733231,-9763535.571396623,5144512.783954205,0,0,0,0,1,1
WHISTLER,41.68390701,-87.65538382,-9757752.69225876,5113747.221709817,0,0,0,0,0,0
WHITE,41.67230941,-87.65053854,-9757213.318239074,5112018.673511766,0,0,0,1,0,0
WHITNEY,41.84008043,-87.72554564,-9765563.070510248,5137054.287495438,0,2,0,1,1,1
WHITTIER,41.85048089,-87.67339165,-9759757.315079296,5138608.452772174,0,1,0,0,1,1
WILDWOOD,42.00749067,-87.77834486,-9771440.65266285,5162101.576040502,0,0,1,0,1,1
WILLIAMS HIGH SCHOOL,41.8061176,-87.62502998,-9754373.718070442,5131980.899955531,0,1,0,0,0,0
WOODLAWN,41.77336553,-87.594392,-9750963.113297092,5127090.923811066,0,0,0,0,0,0
WOODSON,41.8144988,-87.60841877,-9752524.566510895,5133232.638222669,0,0,0,0,0,0
WORLD LANGUAGE HIGH SCHOOL,41.83439662,-87.73529222,-9766648.054229768,5136205.049069463,0,0,0,0,0,0
YATES,41.91503855,-87.70028031,-9762750.54682668,5148261.114466371,0,0,0,3,2,2
YORK HIGH SCHOOL,41.84253335,-87.69526102,-9762191.801271044,5137420.810588018,0,0,0,0,0,0
YOUNG ELEMENTARY SCHOOL,41.90679057,-87.76714285,-9770193.64999938,5147027.333843465,0,0,1,0,0,0
YOUNG HIGH SCHOOL,41.87860253,-87.66423334,-9758737.816570025,5142812.002634647,0,0,0,1,2,2
ZAPATA,41.8413938,-87.73431332,-9766539.084304044,5137250.534577917,0,0,0,3,0,0
